tienda,ventas_totales
Lynn-Patton,3974.82
Brooks-Martin,3974.34
Oconnor-Cohen,3973.92
Hill-Cox,3973.3
Kaufman and Sons,3973.17
"Johnson, Newman and Johnston",3972.3
Miller-Jimenez,3970.7
Wells-Nguyen,3969.94
Thomas-Reeves,3969.28
"Logan, Baker and Valenzuela",3968.84
Warren-Johnson,3965.3999999999996
"Hurley, Johnson and Bell",3965.02
"Jones, Black and Graves",3964.92
"Price, Soto and Moreno",3964.15
"Stephens, Fields and Powell",3963.96
"Wood, Woods and Hunt",3963.64
Gray PLC,3962.04
Goodman PLC,3960.74
Juarez-Burns,3959.88
Romero-Mckinney,3957.45
"Johnson, Atkinson and Rojas",3956.16
"Riley, Buckley and Johnson",3955.84
"Frazier, Smith and Dominguez",3955.6499999999996
"Wallace, Morton and Mcdowell",3953.36
Mendoza PLC,3952.4700000000003
"Davenport, Charles and Rice",3951.2
Wood and Sons,3948.0299999999997
Jefferson-Willis,3946.72
Morrison Inc,3946.3399999999997
Harrison-Flores,3946.24
"Bass, Shea and West",3942.55
"Roberts, Hernandez and Long",3942.4800000000005
Alvarez-Schultz,3942.16
"Mcdaniel, Hale and Durham",3941.07
"Franco, Olson and Long",3940.84
"Savage, Heath and Stokes",3940.26
Rice-Garcia,3939.5499999999997
Chapman Ltd,3939.12
Smith-Meadows,3936.54
Pacheco-Gomez,3936.08
Irwin and Sons,3935.49
"Salinas, Barnes and Morales",3933.14
"Hall, Cole and Hill",3930.72
"Lynch, Parker and Harmon",3929.8
"Johnson, Wilson and Gibson",3929.74
"Stewart, Mcdonald and Payne",3929.16
"Fernandez, Sanchez and Jackson",3926.88
"Moreno, Bennett and Chavez",3925.02
Alvarez-Diaz,3924.72
"King, Scott and Smith",3924.0
"Cortez, Phelps and Taylor",3922.68
Simmons-Miller,3922.44
Mcclain-Herrera,3920.06
Harper-Collins,3917.43
Serrano PLC,3915.6
"Mcguire, Smith and Smith",3915.18
Bullock-Williams,3914.25
"Rice, Hawkins and Thomas",3913.92
Jenkins-Fields,3912.75
Andrews-Foster,3912.3
"Jensen, Thomas and Wilkins",3911.58
Carr PLC,3911.2
Henderson Ltd,3911.1400000000003
"Wagner, Hull and Ingram",3910.5
"Graves, Ochoa and Cervantes",3906.88
Hill-Cooley,3906.64
"Clark, Salinas and Guerra",3905.16
"Wheeler, Rocha and Rodriguez",3903.96
Glover LLC,3902.4
"Francis, Ryan and Brewer",3901.7000000000003
Evans-Roberts,3899.96
Perez-Baker,3899.22
Contreras-Travis,3897.96
"Hernandez, Watson and Ritter",3897.63
"Kane, Ho and Morse",3897.2
"Arnold, Ramirez and Franklin",3896.96
"Peck, Martinez and Alvarado",3896.44
"Romero, Simpson and Le",3895.83
Watkins-Lozano,3895.76
"Nguyen, Ross and Meyers",3895.56
"Acosta, Campbell and Leblanc",3895.5
"Meyer, King and Pena",3895.28
"Wise, Boyd and Hendrix",3892.74
Schwartz Ltd,3892.4
Mckinney-Stephens,3891.04
Duncan-Miller,3890.91
Smith-Palmer,3888.7
Gonzalez Inc,3888.18
Mosley-Gordon,3887.8500000000004
Shields-Reese,3887.04
Kramer-Herman,3886.38
"Walker, Perez and Wilcox",3885.99
"Smith, Barber and Johnston",3885.8999999999996
James-Clark,3885.32
Graham-Jones,3885.0
"White, Jenkins and Mathews",3883.72
Alvarez Ltd,3881.95
Fields-Thomas,3880.62
Taylor-Morrison,3880.3499999999995
"Evans, Alvarado and Mcmillan",3879.08
Graves-Quinn,3878.58
"Newton, Ortiz and King",3875.7
Wright Inc,3875.0300000000007
Ward-Chase,3874.52
Calhoun PLC,3874.38
York-Stevens,3874.28
Hicks-Burns,3873.72
Serrano Group,3871.98
Horton PLC,3870.23
Garza-Young,3870.2
Flores-Evans,3870.08
Horton-Russell,3868.68
Kelly Group,3866.15
Howard and Sons,3865.65
Brewer-Hayes,3865.16
"Curry, Henderson and Johnson",3864.63
"Hunter, Sparks and Cole",3864.12
Gallegos-Brandt,3863.82
King-Miller,3863.15
"Ramos, Nelson and Fischer",3862.82
Rodriguez-Lee,3862.36
"Fischer, Patterson and Davis",3861.62
Russo Ltd,3861.38
"Foster, Smith and Grimes",3861.28
Smith-Park,3858.99
"Lyons, Lee and Schneider",3857.9500000000003
"Edwards, White and Cameron",3856.96
Jacobs-Price,3856.9
"Sullivan, Frederick and Rodriguez",3856.04
Conner-Roy,3855.75
"Perez, Peterson and Gutierrez",3852.98
Ramsey Ltd,3851.56
"Alvarez, Edwards and Aguirre",3851.19
Hobbs-Harvey,3849.9
Khan-Ford,3849.68
Shelton-Adkins,3847.92
"Joyce, Garcia and Richard",3847.41
Cunningham-Reilly,3846.82
"Cobb, Rivera and Fuller",3846.09
Fisher-Yu,3844.52
"Mendoza, Bennett and Frye",3843.6000000000004
Newton and Sons,3842.96
"Russell, White and Brooks",3839.46
Rodgers Inc,3839.3
"Walsh, Blanchard and Reynolds",3838.76
"Erickson, Jackson and Bernard",3838.64
Everett Group,3838.56
"Williams, Lee and Reyes",3837.7
Kim-Warren,3836.56
"Hernandez, Farmer and Banks",3835.32
Tucker-Olson,3835.24
Brown-Hernandez,3834.84
Cox-Flores,3833.7
"Miller, Kelley and Hart",3833.5499999999997
Wilson-Ward,3833.04
Livingston-Robinson,3832.76
Clark-Sanders,3832.42
"Brennan, Griffin and Crane",3831.96
Parsons LLC,3831.0
"Hanson, Rich and English",3829.25
"Tucker, Torres and Olson",3828.87
"Gonzalez, Vargas and Rivas",3826.92
"Caldwell, Lewis and Brown",3825.81
"Hall, Wilcox and Dawson",3825.36
"Miller, Gray and Hammond",3823.62
Flynn Group,3822.98
Kemp LLC,3822.66
"Ochoa, King and Robles",3822.56
"Dyer, Novak and Butler",3819.21
"Thomas, Miles and Alvarez",3818.2
"Bean, Davis and Bauer",3817.9800000000005
Hopkins-Sanchez,3815.86
"Jones, Duran and Mendoza",3814.8
"Glover, Moran and Johnson",3814.5
Bradley-Hurst,3813.84
Palmer Inc,3813.54
Rogers-Lindsey,3812.24
Case-Davis,3811.6000000000004
Miller-Conrad,3811.0499999999997
"Williams, Gardner and Rice",3810.5
"Craig, Sanders and Singleton",3809.25
"Parsons, Powell and Jackson",3809.24
"Murray, Sanchez and Morrison",3809.14
"Joyce, Mercado and Moore",3808.24
Gordon PLC,3807.45
"Hanson, Hughes and Mccullough",3807.28
"Brennan, Baker and Green",3806.76
"Stewart, Brown and Orozco",3805.78
Jenkins and Sons,3805.42
Stanley and Sons,3804.86
"Simmons, Graham and Miller",3804.84
Mclean Ltd,3803.6900000000005
"Ortega, Graham and Morales",3803.58
Gutierrez-Moore,3801.34
Brooks-Hickman,3800.86
"Pearson, Copeland and Cox",3800.08
"Ramirez, Fox and Parsons",3799.88
"Page, Chan and Golden",3799.83
Dawson PLC,3799.35
Fisher-Martinez,3799.29
Hensley-Huang,3799.28
"Simmons, Ali and Long",3798.8
"Richards, Rodriguez and Allen",3798.2
Adams-Frazier,3795.8999999999996
"Robles, Silva and Cruz",3795.14
Durham PLC,3794.7000000000003
Austin-Sutton,3794.28
"Fernandez, Hardin and Martinez",3794.22
Smith-Cole,3793.36
Choi-Garcia,3792.26
Fields and Sons,3791.9
"Johnson, Moran and Robinson",3791.5499999999997
Wallace-King,3790.78
Miller-Jennings,3789.96
Estrada-Williams,3789.74
Stewart-Reed,3789.28
"Phillips, Hill and Reyes",3789.06
Walker Group,3788.94
Ingram-Sawyer,3788.3
Griffin-Daniels,3787.82
"Monroe, Ray and Mcclain",3787.16
Riggs PLC,3785.7
Marshall-Perry,3784.98
"Jordan, Harper and Rogers",3784.88
Taylor-Myers,3783.05
Daniels-Hinton,3782.12
"Kennedy, Cohen and Pennington",3781.7000000000003
"Fischer, Mendoza and Henson",3780.4
"Villanueva, Miller and King",3779.86
"Brown, Campos and Jordan",3778.96
Frazier-Liu,3778.34
Smith-Rodriguez,3777.7700000000004
Carpenter-Williams,3775.2300000000005
Foster-Decker,3774.3
Conway Ltd,3773.5499999999997
"Moore, Thomas and Gregory",3771.8
"Harrison, Jenkins and Rice",3771.75
Cohen-Green,3771.48
Roberts-Walsh,3770.9500000000003
Wallace-Miller,3770.24
Burton LLC,3769.59
Perez-Tran,3768.75
Chavez-Jones,3766.85
Mejia and Sons,3766.78
Logan-Diaz,3766.48
Peters-Ray,3764.5
Guerrero-Chavez,3764.48
"Harding, Kelly and Estrada",3763.71
"Yoder, Bennett and Watts",3763.18
"Jennings, Mccann and Cardenas",3763.0
"Schultz, Cruz and Castillo",3762.28
"Choi, Henderson and Valencia",3761.94
"Ruiz, Garza and Baker",3761.86
Roberson-Webb,3760.84
Vaughn Ltd,3760.4
"Herrera, Colon and Adams",3759.7
Stephens-Nichols,3758.8
"Silva, Smith and Marshall",3758.7000000000003
Sanchez-Brown,3758.2799999999997
Johnson-Washington,3757.6499999999996
Duncan-Kennedy,3756.98
"Smith, Taylor and Carrillo",3756.0
"Berg, Smith and Ho",3755.6099999999997
"Woodard, Warner and Farmer",3755.43
Wallace Group,3751.76
Gay and Sons,3750.96
"Jones, Taylor and Wall",3750.1
"Sullivan, James and Brown",3748.46
"Galvan, Holmes and Lee",3747.3
Jackson-Rodriguez,3746.7300000000005
Lucas-King,3746.66
"Greene, Moran and Cox",3746.64
Garrison and Sons,3745.36
"Larsen, Martin and Henry",3745.2000000000003
Washington-Carter,3743.58
"Thornton, Stewart and Hopkins",3743.58
"Wallace, Johnston and Coleman",3741.56
"Miller, Nguyen and Walker",3741.3900000000003
Tanner-Carr,3740.9
"Watson, Frederick and Jackson",3740.9
"Wells, Dean and Bailey",3739.7000000000003
Lindsey and Sons,3739.2900000000004
"Nielsen, Hernandez and Andrews",3739.16
Fritz and Sons,3736.6
White-Frey,3736.52
"Clark, Baker and Hunt",3736.36
"Bullock, Harris and Nelson",3736.29
Guerrero-Pugh,3736.29
"Clements, Williamson and Singh",3733.7699999999995
Roberts Ltd,3732.63
Berger and Sons,3732.3
Wong Inc,3731.88
Robinson-Bradley,3729.95
"Goodman, Hendrix and James",3728.32
Bradley-Smith,3727.5
Terrell-Williams,3726.24
Kaufman PLC,3724.96
"Parker, Acosta and Riley",3721.36
"Andrews, Clark and Allen",3721.04
Rios-Anderson,3718.96
Richmond-Bryant,3718.2
Donovan-Pierce,3716.2
"Ortiz, Gibson and Oconnor",3715.84
Lewis-Bradley,3715.7
Owens-Holmes,3712.62
Faulkner-Hudson,3711.8
"Baker, Anderson and Villanueva",3710.92
Yates-Chan,3708.6000000000004
Mccann LLC,3708.25
"Torres, Alexander and Ortiz",3707.2799999999997
"Ayala, Brewer and Mason",3707.2
Smith-Walker,3706.68
Griffin PLC,3703.65
Perez-Smith,3702.24
"Wright, Dawson and Hall",3701.96
Stanton-Harrison,3701.68
Hughes-Schroeder,3701.34
Blackburn-Larson,3700.85
Spence-Hernandez,3700.06
"Berg, Gonzalez and Diaz",3699.84
Wright-Chapman,3699.08
Rice LLC,3699.03
Grant Inc,3698.35
"Harris, Mendez and Klein",3696.36
"Mclean, Thomas and Hill",3695.74
Burke-Cervantes,3695.66
Smith-Armstrong,3694.9700000000003
"Coleman, Pham and Baxter",3693.14
"Clark, Rodriguez and Horton",3692.43
Brooks-Brewer,3691.6
"Thomas, White and Jensen",3688.88
Nelson Inc,3687.4300000000003
Maddox PLC,3687.1
"Austin, Holland and Bryant",3686.91
Gray Inc,3686.08
"Duncan, Ortiz and Johnson",3685.56
"Mercado, Mueller and Roberson",3685.3500000000004
Stevens-Greene,3685.2
"Bird, Wilson and Burns",3684.0
"Martin, Atkins and Khan",3682.52
"Clark, Johnson and Patrick",3682.28
Alvarez Inc,3681.69
Fitzgerald and Sons,3681.06
Jones-Rivera,3680.7
Ford-Levy,3680.46
"Martinez, Kirk and Thomas",3680.1
Coleman-Lindsey,3680.0
Conner and Sons,3678.55
"Reynolds, Stewart and Smith",3675.66
Morrow and Sons,3675.21
Hopkins-Nguyen,3673.66
Murray-Steele,3673.15
Gray-Flores,3671.4
Howell Group,3669.63
Burch-Montoya,3669.5
Cook-Trujillo,3667.55
Carrillo-Wright,3667.38
"Hernandez, Hanson and Herman",3666.88
"Castro, Phillips and Cook",3665.28
"Wallace, Shaw and Ford",3665.08
"Cox, Jimenez and Rodgers",3663.3900000000003
Morales-Joseph,3662.36
"Deleon, Lindsey and Park",3661.66
Ibarra-Taylor,3661.6
"Jones, Bean and Burton",3660.04
"Brown, Long and Carson",3658.9500000000003
"Galloway, Mccormick and Todd",3658.83
"Ramirez, Davis and Arnold",3658.62
Elliott-Brown,3655.04
"Moore, Campbell and Ortiz",3654.92
Charles and Sons,3654.0299999999997
Paul Ltd,3653.46
"Tucker, Diaz and Smith",3652.84
"Young, Garcia and Wright",3652.68
Massey-Goodman,3652.44
Hendrix-Garcia,3651.72
Howard-Arias,3651.3999999999996
Eaton-Wiggins,3651.15
Fields-Newman,3650.1000000000004
"Davis, Acosta and Diaz",3650.01
"Vargas, Padilla and Garcia",3649.68
"Craig, Howard and Montoya",3649.64
"Carrillo, Harris and Rodriguez",3648.3999999999996
"Cervantes, Hughes and Rodgers",3647.84
Ramos Inc,3645.6400000000003
Mckinney Inc,3641.13
Ellis-Myers,3638.5199999999995
Wilson-Johnson,3638.5
Hicks Group,3638.3100000000004
Villanueva-Weiss,3635.86
Golden Inc,3635.8
Torres and Sons,3634.8499999999995
Reyes-Reynolds,3632.1000000000004
Diaz-Conner,3631.8
"Meyers, Chapman and Reid",3631.5
"Luna, Thornton and Stone",3630.16
"Watson, Anderson and Powell",3626.92
"Booker, Arnold and Smith",3626.0
Gibson PLC,3625.5
Bass PLC,3625.4
"Garcia, Kerr and Russell",3625.08
Newton PLC,3624.84
"Edwards, Zimmerman and Thomas",3624.0
"Winters, Chan and Johnson",3619.56
Blair-Merritt,3615.4500000000003
Bell-White,3614.95
"Wallace, Adams and Hampton",3613.8
Pineda LLC,3613.72
"Jenkins, Peterson and Harmon",3613.18
"Sandoval, Diaz and Peterson",3612.8
Bailey-Garcia,3612.42
Osborn Group,3608.38
Ferguson-Bradley,3607.83
Henderson-Ford,3605.82
Bennett PLC,3604.26
Soto-Bond,3604.2
Wong-Erickson,3603.06
"Ryan, White and Maxwell",3599.16
"Hicks, Porter and Williams",3598.28
"Ramirez, Kaiser and Wall",3598.2
Cox LLC,3597.9700000000003
Bautista-Pearson,3596.62
"Wise, Mcdaniel and West",3595.56
Boyer-Jones,3595.1499999999996
"French, Mack and Alvarado",3591.21
"Nichols, Alvarez and Stephens",3590.6099999999997
Alvarez PLC,3587.79
"Guerrero, Lewis and Cole",3587.68
Mueller-Moss,3586.7699999999995
Martinez-Robinson,3586.25
Graham-Potts,3586.04
"Cruz, Archer and Harris",3585.5
"Lewis, Phillips and Cisneros",3582.06
Carlson-Cole,3580.92
Bruce-Bradford,3580.1400000000003
Brooks Inc,3579.15
Shaffer-Rice,3578.56
Moses-Black,3578.19
Munoz-Weber,3578.05
"Miller, Graves and Morris",3576.24
"Taylor, Hinton and Ramsey",3576.2
Calderon-Becker,3573.88
"Brown, Cruz and Coleman",3572.9
Malone Ltd,3571.98
Martinez-Holmes,3571.95
Howe Ltd,3571.95
Rivera-Campbell,3571.74
"Shah, Walton and Ross",3571.6
"Graham, Osborn and Burton",3570.7999999999997
"Christian, Williams and Williamson",3569.54
Hall-Walker,3566.31
"Pham, Boone and Rodriguez",3565.7
"Lewis, Graham and Sweeney",3564.44
Davis-Rice,3563.6099999999997
Williamson-Lowe,3563.6
Santos-Romero,3563.44
Garcia-Davies,3559.2300000000005
Davidson-Moreno,3557.4
"Watson, Moore and Escobar",3556.92
Hopkins LLC,3556.24
Shaw-Chavez,3555.92
"Hall, Wright and Harmon",3554.0499999999997
Hardy-Jones,3553.74
Willis LLC,3553.62
"Johnson, Walters and Smith",3553.0
Wallace-Rivas,3550.5
Montoya-Hernandez,3550.1099999999997
"Elliott, Moore and Morales",3549.16
Gutierrez LLC,3547.2200000000003
Dunlap-Carter,3546.82
Baker-Ross,3546.4
Barrera-Martin,3546.35
"Jones, Strickland and Johnson",3545.92
Shaw-Parrish,3545.8500000000004
Cervantes Group,3545.0
"Aguirre, Powell and Harper",3544.82
"Haney, Miller and Garcia",3544.6
Howard-Hensley,3541.8
"Harper, Serrano and Hughes",3540.9
May Ltd,3540.76
Reynolds-Bailey,3539.8
"Hughes, Rodriguez and Farmer",3538.6
"Brown, Cain and Clayton",3537.76
Myers-Obrien,3536.9
"Richard, Garcia and Jenkins",3534.48
Washington and Sons,3533.94
Hopkins-Mathews,3533.78
Parks Group,3532.6
Daniels LLC,3530.6400000000003
Mcneil-Brock,3530.37
Tapia-Shannon,3529.84
Medina Group,3528.7200000000003
Mcdaniel LLC,3528.5599999999995
"Parker, Brewer and Schneider",3527.79
Garcia-Moore,3526.74
Gonzales-Brooks,3525.99
"Mathis, Miller and Nielsen",3525.87
Ramirez-Cruz,3525.28
Mccarthy Group,3522.45
Christensen-Burgess,3521.85
Andrews-Keller,3521.64
"Solis, Phillips and Haney",3518.64
Schmidt-Hickman,3517.72
"Adams, Cole and Waters",3517.1499999999996
"Brown, Adkins and Valdez",3515.1000000000004
Adams Group,3513.7
"Baldwin, Harmon and Logan",3513.3999999999996
Jacobs-Mason,3512.6400000000003
Sheppard PLC,3512.6
Delacruz-Jones,3509.1000000000004
"Morris, Kaufman and Paul",3508.8900000000003
Simmons-Vaughn,3507.3
Ferguson-Moody,3507.12
"Sandoval, Davis and Hahn",3506.62
Moon-Landry,3503.88
"Martinez, Green and Lopez",3503.7
"Smith, Fernandez and Vasquez",3502.52
Clark-Miller,3501.24
"Smith, Smith and Duncan",3501.18
Sutton-Steele,3501.14
Peck Inc,3500.2999999999997
Evans-Saunders,3500.07
Vang and Sons,3499.2300000000005
"Stanley, Butler and Flynn",3499.18
Montes-Herrera,3498.3
Potter-Olsen,3496.68
"Davis, Johnson and Taylor",3496.17
Johnson-Bradley,3495.16
Hahn and Sons,3492.8
Young-Waller,3491.8
"Hernandez, Bailey and Wiley",3491.58
Moore-Middleton,3491.44
Miller-Cameron,3489.32
"Ramsey, Martinez and Sherman",3488.54
Townsend-Mccoy,3486.62
"Mahoney, Miller and Day",3486.5
"Sanchez, Vasquez and Williams",3486.4
Bishop-Reynolds,3486.12
"Beltran, Lee and Newman",3485.88
Schultz Ltd,3482.7
Hampton-Wilson,3481.64
Ruiz-Ward,3481.12
Carter-Hall,3480.72
"Boyle, Shepard and Cohen",3479.82
Gonzales-Fisher,3479.13
Rhodes-Beasley,3478.2999999999997
"Daniel, Brown and Warren",3477.4
"Young, Sullivan and Juarez",3474.26
Williams-Hernandez,3472.7999999999997
Baker Ltd,3472.0
Salazar-Ball,3471.96
"Mcdowell, Shepherd and Frank",3470.7000000000003
"Hall, Parker and Crawford",3470.3500000000004
"Carter, Williamson and Morrow",3470.2200000000003
Hicks-White,3469.0499999999997
Myers Group,3466.6099999999997
Mcneil and Sons,3466.2
Snyder and Sons,3466.0499999999997
James Inc,3465.67
"Austin, Williams and James",3465.56
Pearson and Sons,3464.5
"Estes, Lee and Gonzales",3464.04
"Anderson, Wilson and Hart",3463.44
Juarez-Schneider,3463.08
Martin-Bailey,3463.0
Compton-Garner,3462.78
Adams-Hall,3461.19
Hernandez-Kirk,3461.1000000000004
Lowe LLC,3460.3500000000004
Gibbs Inc,3459.72
"Frank, Ramirez and Jones",3459.44
Reese-Reynolds,3458.7
"Stewart, Moreno and Blanchard",3458.49
"Burns, Thomas and Stanton",3456.34
Goodman-Sharp,3453.8
Keith Ltd,3452.76
Miller-Davis,3452.1000000000004
Brooks-Edwards,3451.8
Evans LLC,3451.5499999999997
Blankenship Ltd,3451.5
Green-Tanner,3450.66
Turner-Jordan,3450.18
"Graham, Jackson and Lee",3450.14
"Sharp, Perez and Hicks",3449.15
"Graham, Dominguez and Cook",3448.74
Reid-Steele,3447.6499999999996
"Mcneil, Solis and Horton",3446.52
Bell-Bennett,3446.1
"Clements, Arnold and Rivera",3443.24
Lopez-Martinez,3442.9
"Hunter, Gross and Andrade",3442.74
Jones-Black,3441.85
"Fry, Hayes and Olsen",3441.15
"Hoffman, Santiago and Jenkins",3440.84
Maynard-Peters,3440.3500000000004
"Petty, Greene and Compton",3439.88
Jimenez-Young,3439.7
"Morgan, Rose and Schwartz",3438.74
Richardson LLC,3437.69
Payne Ltd,3437.4
Livingston PLC,3436.9800000000005
Reynolds-Nguyen,3436.5499999999997
Francis-Herman,3433.3500000000004
Turner and Sons,3433.08
Simpson-Valenzuela,3431.34
Drake LLC,3430.41
Baker-Ferrell,3429.94
Martin-Malone,3428.8
"George, Hansen and Barton",3427.84
Morales Ltd,3426.66
Arellano Group,3426.35
"Jones, Mueller and Williams",3425.4
Roberts-Montes,3424.6
"Carson, Gomez and Sawyer",3424.26
Wright-Watson,3423.76
"Ward, Hernandez and Nash",3423.0
Hartman-White,3422.94
"Moody, Hunt and Herring",3422.3
Palmer Ltd,3419.6499999999996
"Winters, White and Brock",3418.9500000000003
Friedman-Herrera,3418.64
Hopkins-Hill,3417.9500000000003
Pittman Ltd,3414.98
West-Mosley,3413.36
Petersen-Padilla,3413.2799999999997
"Harrison, Brown and Martinez",3412.8
"Alvarado, Morgan and Ruiz",3411.42
Ortiz-Smith,3410.14
Villa PLC,3406.56
Wiggins-Robinson,3405.38
Burch PLC,3403.6
Graham-Carney,3403.25
Mendoza-Kane,3401.95
"Martinez, Dixon and Contreras",3398.08
Crawford-Sullivan,3396.75
"Spencer, Schwartz and Perry",3396.5
Wilkinson-Hampton,3395.92
Castaneda LLC,3393.75
Simmons-Wilson,3391.24
Goodwin-Ashley,3391.05
"Simmons, Mcconnell and Smith",3390.96
"Bernard, Frederick and Dyer",3390.93
Lewis-Kennedy,3390.42
"George, Torres and Galloway",3388.64
"James, Stewart and Higgins",3387.81
Farrell Inc,3386.76
Griffin-Baker,3385.92
"Tucker, Miller and Barr",3385.52
Rodgers-Hogan,3384.68
Huber PLC,3383.6000000000004
Ross-Johnston,3383.08
Flowers-Austin,3382.55
"Clark, Johnson and Cunningham",3382.16
May Group,3379.52
"Mooney, Pruitt and Miller",3378.62
Stewart-Lee,3377.98
"Garcia, Farmer and Garrett",3377.98
"Martinez, Stewart and Gould",3377.2200000000003
Beck-Perez,3373.95
Davis-Peck,3373.95
Diaz-Smith,3372.82
"Jordan, Anderson and Rasmussen",3371.15
Bennett-Villarreal,3370.4
Fischer Inc,3370.1499999999996
Preston Ltd,3370.04
"Murphy, Williams and Smith",3369.7200000000003
"Caldwell, Young and Castro",3367.6499999999996
"Brandt, Johnson and Mahoney",3366.75
Jones-Hicks,3366.3999999999996
Barber Group,3365.5
Anderson-Henderson,3365.36
Bush Ltd,3363.1399999999994
"Joseph, James and Harper",3362.94
Castaneda-Sparks,3360.4
"Evans, Brown and Friedman",3357.26
"Clark, Sweeney and Ramos",3357.22
Howe Inc,3355.6
Gay-King,3355.4700000000003
Robinson-Pierce,3355.4
"Peterson, Garcia and Thomas",3354.2999999999997
Pacheco-Nelson,3353.96
Romero and Sons,3353.58
Ibarra and Sons,3351.14
"Lee, Byrd and Young",3349.0
Vazquez-Mccarty,3345.6
"Thomas, Brooks and Dougherty",3345.2
Olson-Collins,3344.96
Kaiser LLC,3344.92
"Hunter, Reyes and Kaiser",3344.25
Russell-Peterson,3343.55
Boyd Inc,3343.3199999999997
Meyer-Gregory,3342.84
Sandoval Group,3337.7
Gross Group,3336.7799999999997
"Jennings, Santos and Moore",3336.69
"Zuniga, Thomas and Davis",3336.08
Rodriguez-Stephens,3335.06
Ferguson Ltd,3333.1
"Gaines, Greene and Berry",3329.6400000000003
Keller PLC,3329.5499999999997
"Marsh, Schultz and Giles",3329.1000000000004
Tate-Gonzalez,3328.08
Harrell LLC,3326.95
"Lambert, Brooks and Phillips",3326.26
Camacho-Burns,3326.08
Smith-Smith,3325.7
Hansen-Vega,3324.32
"Lowery, Cuevas and Leonard",3324.18
Clayton-Williams,3322.4799999999996
"Ellison, Fleming and Hatfield",3322.04
Johnson-Wyatt,3321.56
Mendoza Group,3320.82
"Coleman, Pacheco and Jones",3320.49
Bates-Anderson,3319.8
Fisher-Gonzalez,3319.41
Preston and Sons,3319.2
Richards Ltd,3315.93
Baxter-Dunn,3314.94
Walker-Smith,3313.9800000000005
"Bradshaw, Martinez and Bowen",3313.92
"Ray, Vaughan and Washington",3309.54
"Herring, Day and Hernandez",3308.26
Flowers Ltd,3308.08
"Johnson, Thomas and Nguyen",3307.6
Huynh LLC,3305.6400000000003
Case-James,3305.48
Nicholson-Rogers,3303.65
"Kidd, Martinez and Wilson",3303.58
Hurst and Sons,3302.3
Medina-Griffin,3302.0
"Pearson, Hall and Riddle",3301.95
